dim1,dim2,label
21.538465,88.18324,1
33.204823,-78.69267,1
-64.31252,-19.886957,1
-10.905866,73.81172,1
27.955597,-37.511166,1
48.61209,58.903202,1
69.49873,-58.271137,1
-66.18935,-21.213638,1
46.9362,-12.637575,1
59.011547,3.108257,1
-2.2586591,32.214138,1
40.688866,-25.233614,1
87.78352,30.444597,1
77.15542,-26.997139,1
-73.50487,-7.9241934,1
21.132193,26.942238,1
70.301,44.667145,1
-3.132285,-71.28554,1
-68.84456,-19.419775,1
22.720812,42.598984,1
7.7457175,24.27656,1
10.15434,-30.239187,1
40.924324,34.291,1
55.989307,-48.133984,1
-69.08296,-19.209352,1
59.027386,3.4631972,1
15.080615,58.222717,1
0.48526663,-28.983425,1
68.111,65.31544,1
47.814804,-62.316067,1
-76.12172,-14.944692,1
34.246582,-6.7656956,1
59.3681,2.3363957,1
2.2014813,61.286873,1
0.6516761,-25.623102,1
48.81964,8.858555,1
-14.761557,39.86438,1
13.411887,-66.731544,1
48.386383,11.801789,1
-71.10734,-9.7404,1
29.477062,1.5895045,1
25.12486,41.775085,1
59.189564,2.7021186,1
3.2874365,43.8215,1
27.03567,-42.822056,1
21.538465,88.18324,1
33.204823,-78.69267,1
-67.649536,-6.841193,1
31.8698,-12.183415,1
44.368446,0.42829835,1
58.359707,6.780811,1
-11.469578,73.397255,1
48.61209,58.903202,1
69.49873,-58.271137,1
-67.51474,-6.545739,1
53.39715,2.3014123,1
59.15907,3.1533747,1
-3.82053,29.735636,1
87.78352,30.444597,1
77.26973,-28.24072,1
-67.49201,-7.3329988,1
20.755802,26.452477,1
70.301,44.667145,1
-3.132285,-71.28554,1
-56.713036,-5.8370395,1
6.059321,21.993994,1
41.787003,34.41077,1
58.022724,-47.679153,1
23.751974,41.978535,1
17.503178,58.41872,1
24.152496,-12.410469,1
68.111,65.31544,1
48.90493,-62.492516,1
-56.83347,-5.9257402,1
44.383537,-2.8257275,1
1.0968354,62.720345,1
31.237066,-12.417533,1
47.885063,11.451164,1
41.193016,76.94794,1
13.411647,-66.73173,1
-53.131298,-13.193944,1
25.423504,42.002453,1
4.0169578,43.169743,1
25.190887,-12.922649,1
21.538465,88.18324,1
32.123226,-78.060616,1
-33.167805,-12.7371645,1
46.919525,-5.4835024,1
-12.4957,73.044426,1
48.61209,58.903202,1
84.60712,-58.34997,1
-20.970976,-22.369532,1
27.130291,43.278255,1
-2.2627087,31.08755,1
87.78352,30.444597,1
77.26459,-28.237474,1
-21.207872,-22.962524,1
21.76272,26.356247,1
70.301,44.667145,1
-3.132285,-71.28554,1
7.025148,24.335018,1
57.310337,48.5513,1
58.092182,-48.22161,1
15.620849,58.355415,1
68.111,65.31544,1
47.814804,-62.316067,1
-26.701355,-38.225998,1
53.449482,1.9117762,1
0.9491056,62.108383,1
41.193016,76.94794,1
14.123829,-67.16388,1
39.403896,8.159706,1
-23.89552,-40.42678,1
25.095352,42.0937,1
56.111134,-1.9895369,1
4.303747,45.756596,1
21.538465,88.18324,1
32.123226,-78.060616,1
2.7626216,-14.706977,1
50.37734,5.330708,1
-11.816979,72.55448,1
48.61209,58.903202,1
69.49873,-58.271137,1
-52.345432,-13.167008,1
11.556596,11.650413,1
58.860268,2.776922,1
-2.5211835,31.614836,1
87.78352,30.444597,1
78.29928,-27.526903,1
-65.498634,-7.7787004,1
22.423418,26.800179,1
70.301,44.667145,1
-2.3403323,-71.82054,1
7.2275367,23.411385,1
41.787003,34.41077,1
55.989307,-48.133984,1
49.04928,-5.1140113,1
14.798172,59.81088,1
20.921217,2.1459692,1
68.111,65.31544,1
48.90493,-62.492516,1
-66.193275,-7.505661,1
25.276741,42.174824,1
55.81951,-2.1021333,1
3.4105344,62.30838,1
20.559288,-6.569268,1
41.193016,76.94794,1
13.460539,-67.7893,1
-66.60549,-7.4648724,1
4.490619,41.045666,1
23.116693,-13.510486,1
21.538465,88.18324,1
33.204823,-78.69267,1
-67.35275,-7.1425343,1
26.486998,42.695156,1
58.114853,7.3237906,1
-13.274395,73.083405,1
61.479332,12.769092,1
48.61209,58.903202,1
69.76201,-66.38751,1
-44.563927,-0.8037057,1
44.618633,-2.9215946,1
-3.1883333,29.54747,1
87.78352,30.444597,1
78.29928,-27.526903,1
-51.63502,0.103963524,1
24.85769,43.248615,1
21.057579,26.081104,1
70.301,44.667145,1
-2.3403323,-71.82054,1
7.3529525,22.899023,1
57.854263,12.0214615,1
40.924324,34.291,1
55.989307,-48.133984,1
49.68365,-10.635796,1
17.588675,58.51968,1
68.111,65.31544,1
47.814804,-62.316067,1
16.678253,9.675707,1
52.001064,12.229823,1
52.30864,-11.74995,1
3.215312,61.222996,1
41.193016,76.94794,1
14.821838,-66.9991,1
25.238428,41.9677,1
50.84087,7.8743873,1
57.888706,-0.186917,1
4.3868375,43.851246,1
21.538465,88.18324,1
32.123226,-78.060616,1
53.47121,14.888765,1
-12.1264515,72.483116,1
39.525528,8.463736,1
48.61209,58.903202,1
75.37251,-54.28018,1
27.005325,43.247665,1
54.13708,12.0944,1
57.93732,-0.002355265,1
-2.2586591,32.214138,1
27.522284,-17.699507,1
87.78352,30.444597,1
77.15542,-26.997139,1
20.992527,25.58313,1
65.02886,44.702965,1
-2.3403323,-71.82054,1
7.6902313,24.346844,1
40.924324,34.291,1
55.989307,-48.133984,1
24.149227,42.18097,1
56.161148,-1.8624349,1
15.694255,57.343445,1
68.111,65.31544,1
47.814804,-62.316067,1
34.00644,-6.985357,1
1.8993226,62.128944,1
41.193016,76.94794,1
13.460539,-67.7893,1
36.406612,-7.6580515,1
6.033298,43.705254,1
21.538465,88.18324,1
32.108383,-79.156425,1
-11.140832,71.259026,1
48.61209,58.903202,1
92.47646,-41.92587,1
27.095812,43.098988,1
-2.8277993,29.307474,1
87.78352,30.444597,1
77.15542,-26.997139,1
20.639057,27.04364,1
70.301,44.667145,1
-2.3403323,-71.82054,1
6.397457,24.025402,1
43.207924,45.5045,1
55.989307,-48.133984,1
23.690832,-20.021597,1
16.597187,58.426926,1
48.90493,-62.492516,1
23.817593,-13.816977,1
53.687943,5.325001,1
2.925551,60.94846,1
14.530525,-66.70492,1
4.073914,44.047215,1
27.476202,-0.08228543,1
33.204823,-78.69267,1
-13.025916,73.60223,1
69.76201,-66.38751,1
45.53923,-2.5616133,1
-4.319951,30.636324,1
78.29928,-27.526903,1
48.975876,-4.5637093,1
19.729298,26.793623,1
-2.3403323,-71.82054,1
7.0074716,22.032856,1
55.989307,-48.133984,1
14.497644,58.656754,1
48.90493,-62.492516,1
2.8556428,62.166107,1
50.727802,15.281268,1
14.954028,-67.361115,1
4.1919045,45.039165,1
51.33206,15.354944,1
16.018194,2.772717,1
33.204823,-78.69267,1
-10.989796,72.62227,1
22.876802,-9.310558,1
75.37251,-54.28018,1
48.529232,-6.298755,1
-1.9263464,29.679293,1
78.29928,-27.526903,1
20.90812,25.987059,1
-2.3403323,-71.82054,1
5.86845,23.284199,1
55.989307,-48.133984,1
28.375624,-1.0274353,1
14.848803,59.330505,1
20.68222,2.5805895,1
47.814804,-62.316067,1
27.882627,-0.15570416,1
46.661137,-1.4865266,1
0.25015393,62.01047,1
-21.536192,8.202573,1
14.733342,-67.91723,1
37.20846,-23.845594,1
53.37841,-6.8739743,1
4.8960347,45.80187,1
28.872417,2.5738933,1
55.98782,-80.721146,1
47.825512,-10.256335,1
31.48265,-18.131191,1
-10.263392,72.61908,1
56.49177,18.500711,1
75.37251,-54.28018,1
-3.0832655,30.94225,1
45.079987,9.996336,1
77.15542,-26.997139,1
21.38872,27.296549,1
-2.3403323,-71.82054,1
48.089336,-13.976782,1
7.486176,22.00334,1
55.989307,-48.133984,1
15.646592,61.736046,1
48.692017,-60.424145,1
46.54541,-14.664551,1
54.950832,1.6801796,1
2.150562,60.554615,1
13.06601,-67.012634,1
40.677822,-19.119705,1
4.2194014,44.83325,1
43.69694,8.734527,1
34.419815,2.6512973,1
33.204823,-78.69267,1
-11.792804,71.08046,1
69.76201,-66.38751,1
-1.4887413,30.242691,1
78.29928,-27.526903,1
19.667368,27.396555,1
-2.3403323,-71.82054,1
6.3523483,21.689945,1
56.43851,-48.873985,1
49.589195,-10.691086,1
14.4779825,58.96394,1
48.90493,-62.492516,1
18.422844,5.1920886,1
39.079853,-21.871576,1
52.80251,13.491944,1
3.4770973,61.886047,1
14.698831,-65.38429,1
52.9353,14.492154,1
5.4162626,44.559883,1
33.204823,-78.69267,1
48.663986,0.9760336,1
-12.551214,73.78385,1
75.25534,-59.401867,1
57.643192,6.4106946,1
-4.3485823,30.89871,1
77.15542,-26.997139,1
21.871157,27.27869,1
-3.132285,-71.28554,1
8.767405,22.416416,1
55.989307,-48.133984,1
52.918312,13.341918,1
53.90842,14.896877,1
14.549064,59.519268,1
47.814804,-62.316067,1
2.150562,60.554615,1
-15.523125,12.026265,1
14.821838,-66.9991,1
54.46698,14.812886,1
4.7451534,43.700676,1
17.774849,6.431733,1
32.108383,-79.156425,1
13.394015,11.602985,1
-12.630331,72.11358,1
2.9351158,-5.266192,1
92.47646,-41.92587,1
58.20906,6.433045,1
-2.2592688,29.478178,1
-25.768578,6.5479984,1
78.29928,-27.526903,1
32.688736,8.222662,1
53.351547,15.334685,1
22.278517,25.882154,1
-3.2954373,-73.33201,1
6.397457,24.025402,1
58.022724,-47.679153,1
17.280611,58.017204,1
48.90493,-62.492516,1
59.002853,2.97938,1
2.5395267,61.38526,1
44.704018,10.503595,1
14.31266,-67.44626,1
58.379063,5.8887877,1
3.6075363,43.385994,1
33.098408,-77.494545,1
25.022678,1.191522,1
-12.130197,72.935326,1
92.47646,-41.92587,1
58.56589,2.3644984,1
-2.0112047,31.15597,1
78.29928,-27.526903,1
20.878603,27.920198,1
-3.132285,-71.28554,1
51.641277,12.925343,1
8.786868,23.349232,1
58.022724,-47.679153,1
56.989162,3.0108573,1
15.882259,59.29763,1
47.814804,-62.316067,1
53.474136,5.335404,1
0.35682836,61.64534,1
13.460539,-67.7893,1
54.576237,14.654543,1
53.277584,-0.17056102,1
4.983308,43.992546,1
33.098408,-77.494545,1
48.300873,-6.1231756,1
-10.579795,71.74375,1
75.37251,-54.28018,1
51.71685,-7.6717043,1
-2.5685334,29.460817,1
78.29928,-27.526903,1
20.058968,25.645996,1
-3.9515305,-73.110565,1
8.79545,23.02575,1
58.022724,-47.679153,1
17.082735,59.393894,1
9.835235,2.6907923,1
48.90493,-62.492516,1
51.465477,9.044396,1
50.16684,5.1741676,1
2.7083411,60.7439,1
45.383274,11.338882,1
7.6217713,-12.258677,1
14.117125,-67.154884,1
38.247673,0.3817257,1
56.20798,3.760147,1
4.424294,44.4143,1
59.86102,14.226671,1
32.108383,-79.156425,1
51.911465,-3.1311493,1
58.407417,6.8344955,1
-10.301686,73.02899,1
58.158207,13.277878,1
75.37251,-54.28018,1
47.296696,-14.468496,1
58.84045,7.8617697,1
-3.6317058,30.577068,1
78.29928,-27.526903,1
21.865181,25.376652,1
-3.9515305,-73.110565,1
51.400585,-12.170281,1
8.350001,21.97684,1
58.022724,-47.679153,1
15.093519,58.769615,1
52.31925,14.928748,1
48.90493,-62.492516,1
1.8625929,61.653576,1
14.489571,-66.713615,1
5.7543125,45.464134,1
33.204823,-78.69267,1
32.94727,8.040103,1
-11.533152,72.34097,1
83.072296,-50.578888,1
35.00781,4.3205466,1
44.556786,-14.154127,1
-2.5211835,31.614836,1
60.733948,11.97448,1
78.29928,-27.526903,1
20.058968,25.645996,1
-3.9515305,-73.110565,1
6.6562085,22.178242,1
58.092182,-48.22161,1
50.500984,-4.8401155,1
16.639807,60.289032,1
47.814804,-62.316067,1
47.057068,-0.0175846,1
54.47366,14.5209255,1
2.4750693,63.586132,1
13.460539,-67.7893,1
5.2401385,45.757442,1
33.204823,-78.69267,1
46.471573,11.5457945,1
-11.466048,74.04978,1
76.842606,-61.207207,1
52.204784,7.0834265,1
-3.6036608,32.119537,1
78.29928,-27.526903,1
22.423418,26.800179,1
-3.132285,-71.28554,1
7.3995285,23.822779,1
55.989307,-48.133984,1
48.245625,9.918559,1
13.182876,58.17364,1
61.2386,11.540462,1
48.90493,-62.492516,1
1.6099155,63.63898,1
13.460539,-67.7893,1
50.116722,8.821119,1
5.2604923,43.887547,1
15.351575,-14.638079,1
33.204823,-78.69267,1
33.605225,7.62221,1
-12.087743,73.98729,1
27.216116,-11.485348,1
76.842606,-61.207207,1
-3.6036608,32.119537,1
78.29928,-27.526903,1
48.243805,11.702541,1
21.563114,27.953632,1
-3.132285,-71.28554,1
51.023533,11.024503,1
8.076436,23.160835,1
13.531235,-40.234867,1
55.989307,-48.133984,1
15.882259,59.29763,1
8.3287945,-37.601532,1
47.814804,-62.316067,1
32.888218,2.7935655,1
1.6099155,63.63898,1
8.779256,-37.376106,1
14.369825,-68.22082,1
23.214905,-11.215838,1
52.615158,6.5657883,1
52.86416,5.750692,1
4.5413747,43.306908,1
0.7914726,-31.625511,1
32.123226,-78.060616,1
-11.243256,72.00942,1
0.5811463,-30.821037,1
11.775754,-2.120788,1
69.76201,-66.38751,1
18.19181,-10.816397,1
-2.1038954,30.356546,1
2.6944032,-32.647324,1
30.158766,-11.596576,1
78.29928,-27.526903,1
20.058968,25.645996,1
-3.9515305,-73.110565,1
7.7143703,21.392384,1
55.989307,-48.133984,1
16.597187,58.426926,1
48.90493,-62.492516,1
0.7879265,60.9809,1
59.248234,18.812143,1
13.999739,-68.438354,1
4.490619,41.045666,1
58.268787,18.79474,1
33.204823,-78.69267,1
-3.9797738,4.958974,1
13.837542,11.457892,1
50.228252,7.622095,1
-12.601447,75.31324,1
58.71898,15.114103,1
92.47646,-41.92587,1
54.739742,2.783866,1
-2.8563669,32.342068,1
51.381905,15.986461,1
78.29928,-27.526903,1
20.058968,25.645996,1
-3.9515305,-73.110565,1
8.644424,22.063314,1
56.276928,-47.26025,1
16.639807,60.289032,1
57.311523,19.35789,1
47.814804,-62.316067,1
-9.270158,-1.8141295,1
0.7879265,60.9809,1
15.267797,-14.631302,1
14.952806,-67.45676,1
49.044018,-5.8564634,1
4.490535,41.045677,1
33.204823,-78.69267,1
6.2430243,-13.668435,1
48.750656,-6.26916,1
-12.041773,73.27895,1
36.960876,-11.249858,1
76.842606,-61.207207,1
50.69571,-8.299235,1
-2.5765803,30.56901,1
78.29928,-27.526903,1
21.865181,25.376652,1
-3.9515305,-73.110565,1
8.432278,23.924906,1
55.989307,-48.133984,1
15.882259,59.29763,1
48.90493,-62.492516,1
17.897158,-15.048413,1
39.818893,6.5357604,1
45.430115,-15.127799,1
1.9925258,62.866806,1
14.083181,-66.519684,1
4.953587,44.68065,1
43.98688,8.432722,1
33.204823,-78.69267,1
36.341732,-1.2349746,1
47.150208,0.75017375,1
-11.447216,71.13404,1
42.053173,7.3773026,1
76.842606,-61.207207,1
51.711037,-5.0173097,1
-1.7172074,31.757921,1
78.29928,-27.526903,1
-34.127857,6.7824283,1
21.563114,27.953632,1
-2.3403323,-71.82054,1
5.824258,22.526674,1
57.185253,-49.063335,1
45.09908,-15.302446,1
17.082735,59.393894,1
21.076084,4.546324,1
48.692017,-60.424145,1
-31.111023,5.146907,1
1.6099155,63.63898,1
28.889568,4.6600842,1
13.460539,-67.7893,1
32.29736,-16.404644,1
55.06589,3.3662243,1
4.906287,45.19202,1
33.204823,-78.69267,1
-11.785557,74.069244,1
58.565163,18.216955,1
41.879498,6.070118,1
76.842606,-61.207207,1
26.111916,-9.8285885,1
-3.4222562,31.498476,1
78.29928,-27.526903,1
22.51223,26.332558,1
-3.132285,-71.28554,1
8.570458,23.595388,1
58.092182,-48.22161,1
38.015858,1.1887877,1
16.597187,58.426926,1
48.90493,-62.492516,1
2.3186538,63.75787,1
14.080562,-68.40831,1
4.8590703,44.837326,1
57.878048,13.38071,1
21.256546,43.816433,1
32.123226,-78.060616,1
-12.150323,71.08888,1
69.76201,-66.38751,1
30.073322,1.6799582,1
49.427757,8.994053,1
-1.717071,31.757671,1
78.29928,-27.526903,1
10.747724,-2.9758935,1
20.058968,25.645996,1
-3.9515305,-73.110565,1
6.6866465,21.518564,1
56.276928,-47.26025,1
15.593996,60.308704,1
44.679653,12.061852,1
53.22346,-52.38056,1
6.450897,-13.418056,1
3.3777232,61.546886,1
33.515865,11.026397,1
13.460539,-67.7893,1
-31.064571,0.10904307,1
40.200497,7.2422404,1
4.0169578,43.169743,1
34.212715,11.325713,1
33.204823,-78.69267,1
-32.38947,-1.4160929,1
-11.095204,73.00411,1
17.79762,1.175352,1
76.842606,-61.207207,1
-4.0715175,31.802559,1
78.29928,-27.526903,1
-32.72718,-1.1678288,1
22.278517,25.882154,1
-3.2954373,-73.33201,1
6.848025,22.583082,1
58.022724,-47.679153,1
34.29882,2.043203,1
17.082735,59.393894,1
14.117255,-1.0129274,1
48.90493,-62.492516,1
40.217983,6.264538,1
0.29340768,62.55051,1
13.460539,-67.7893,1
-10.295034,-6.822003,1
43.185646,1.0793146,1
4.1378546,44.45893,1
0.97988415,-8.055383,1
33.204823,-78.69267,1
2.9790335,10.186974,1
6.532822,-12.8752985,1
76.842606,-61.207207,1
-33.377953,39.226067,0
25.504993,-23.750086,0
45.983494,-10.1171465,0
-50.044678,4.4912677,0
2.788148,-3.400046,0
-9.616918,-7.8018374,0
33.788548,-1.5473974,0
51.919376,3.8680546,0
-27.786182,39.35523,0
-36.77844,26.010317,0
26.470844,-45.084988,0
-44.702583,-14.371821,0
33.482418,0.32569197,0
-26.37958,-30.249346,0
-48.911148,13.705697,0
10.319527,15.001935,0
-49.23904,14.687546,0
-9.68453,-8.595886,0
-8.242049,-38.58752,0
-21.774008,15.651859,0
35.63395,-26.278906,0
37.847366,-27.103106,0
7.2281437,5.1537356,0
23.770018,-12.193966,0
-49.85111,22.071844,0
-21.6817,-23.190699,0
-41.671986,-15.563352,0
-29.005768,49.167152,0
-34.98117,5.743293,0
-28.7148,-32.458992,0
-20.480165,43.04255,0
-30.268448,-35.498535,0
-28.639555,50.004456,0
-16.898,38.21359,0
30.476921,-41.62744,0
-26.169939,-19.296062,0
-43.95745,36.83679,0
-9.0240555,9.811034,0
-28.558723,12.258451,0
-31.188082,-9.706354,0
42.679928,8.721286,0
8.229597,21.595148,0
-58.502655,-25.617569,0
20.133043,-5.654514,0
-33.151653,8.524906,0
-58.444263,-27.317316,0
-40.087624,47.817112,0
-18.337788,28.434288,0
-56.55716,-29.280249,0
15.351345,-25.525831,0
41.068928,-20.231613,0
-31.63844,22.052591,0
-55.474003,-28.08225,0
-6.782594,-40.787033,0
50.938225,-7.851823,0
12.8337145,0.08733622,0
25.714025,-8.650003,0
31.164543,-15.685393,0
21.914942,-23.5412,0
16.361698,-23.688694,0
26.940044,-45.082275,0
-34.442806,22.10718,0
18.905039,-22.982054,0
-16.781803,15.363156,0
-1.7568613,-12.362944,0
14.997673,-24.628988,0
28.199934,-3.3948882,0
-31.62847,-15.7595825,0
23.927631,3.8082159,0
2.7905269,-12.724783,0
-67.665474,-20.840988,0
-60.244663,-13.674451,0
-21.343037,31.924957,0
-12.936027,-40.130466,0
-19.918068,-35.31105,0
-30.440641,-13.940555,0
-25.784866,-41.840702,0
-50.671753,17.793682,0
-46.412243,6.9198694,0
-15.950999,-34.780437,0
-26.266687,42.557865,0
49.695564,5.3384285,0
-36.975887,9.649696,0
5.262511,-33.222965,0
-14.946854,-35.891243,0
-32.576954,26.507845,0
27.578108,-15.430734,0
21.794064,-6.6936226,0
-41.638943,-18.62138,0
-58.66246,-11.85091,0
-46.977734,-29.649273,0
-47.020374,-16.454046,0
-14.639304,13.524495,0
-4.8709393,-12.034991,0
40.359913,-20.431349,0
-26.739918,2.9426224,0
48.966843,1.864762,0
-12.1878395,-3.8174694,0
11.363661,-33.48732,0
-42.048615,45.48829,0
47.605267,9.919993,0
-26.201242,36.70785,0
-75.83521,-7.880396,0
-25.146385,-36.474266,0
-21.060122,14.297629,0
-33.6984,28.131485,0
-26.953543,42.941914,0
-21.191263,28.321032,0
-14.807444,40.475784,0
-10.785369,-27.197796,0
-40.56431,-21.121971,0
12.294145,-38.125183,0
-18.544586,5.991713,0
-29.392254,-37.682728,0
-37.740566,47.622578,0
-14.849247,47.78642,0
-29.890604,-14.252717,0
39.896656,-5.755666,0
10.478436,-36.602863,0
-8.172488,-2.081199,0
49.81115,-0.14758205,0
-4.8597364,-12.0377035,0
52.10582,0.54043204,0
11.490408,-25.098412,0
-8.518146,10.051612,0
-36.001583,24.238739,0
-45.481125,-1.6820503,0
-2.0887778,6.4542427,0
-51.926125,-11.110377,0
43.50154,-0.9073096,0
-52.499657,-2.6062367,0
-52.729504,-9.48856,0
-14.329331,3.6297731,0
-35.667072,32.355713,0
-16.1877,13.87347,0
-67.65506,-20.79439,0
18.23379,1.6003491,0
-36.612465,24.254189,0
59.241795,7.408015,0
-33.30638,30.523823,0
-2.0030878,-14.937028,0
-38.23436,46.400513,0
13.592475,-17.788944,0
-36.04317,5.7805824,0
-52.813404,0.9119618,0
-16.62681,45.876854,0
-10.15206,9.945734,0
-1.4821639,-23.850899,0
-45.354973,41.171257,0
-28.83458,-32.441757,0
-3.7487693,40.14945,0
26.681196,-44.958267,0
-16.681032,12.433554,0
33.081326,-1.345366,0
-29.587086,-37.9677,0
-48.60143,8.775091,0
-8.013512,-21.13919,0
-35.27278,14.244385,0
-1.6375855,-2.876387,0
-34.686954,28.533783,0
-48.429035,23.656748,0
-63.15138,-22.491959,0
-76.14201,-14.016498,0
-52.76066,1.1551802,0
-35.05411,35.92901,0
-51.69549,18.041826,0
61.198055,11.651469,0
-55.8363,-26.762215,0
4.2581406,4.614332,0
-8.774597,4.282334,0
-3.8276756,4.543217,0
-48.705402,-19.201563,0
-26.478407,42.118866,0
-30.892752,37.6331,0
-20.091358,34.89272,0
19.675297,-41.922867,0
26.971024,-13.3762865,0
-14.63785,40.00608,0
-22.411808,-31.673845,0
-45.698734,-24.112597,0
-22.18803,-37.63721,0
-19.693312,43.273144,0
-35.85148,-18.835533,0
6.934334,-39.587708,0
5.310887,-20.925215,0
48.497307,-5.0172734,0
-34.24037,22.237362,0
-33.122704,12.380396,0
-59.778324,-12.219475,0
-76.13632,-14.013523,0
-35.829964,-21.829672,0
-52.95833,-23.893303,0
16.967531,9.847577,0
-26.32428,51.14967,0
-46.305546,8.70611,0
-26.116375,-12.1609,0
-19.966925,47.446556,0
25.337435,-14.307067,0
-52.184082,-0.72582936,0
-17.849962,42.49704,0
-29.385654,-13.369826,0
23.510618,-1.7148085,0
53.01085,-1.3781773,0
-40.6825,-18.788198,0
-1.5033561,-15.095606,0
-28.416906,-10.766999,0
-25.331715,37.980312,0
-49.31249,6.524589,0
-16.74527,8.3689165,0
30.602568,-41.54259,0
5.9640007,44.543312,0
-76.31211,-7.6650066,0
-22.632864,-28.80139,0
-41.541992,23.095749,0
-19.52854,-19.060165,0
-45.201164,10.043146,0
-34.504406,32.904266,0
-58.458378,-7.7628713,0
-27.328619,-39.236774,0
-47.91627,22.546415,0
-6.3604574,47.497368,0
45.722393,3.7497752,0
1.8142974,-26.689106,0
-56.549603,-26.06609,0
-19.329573,45.833435,0
-16.239307,8.496707,0
-37.34595,18.688923,0
-19.5273,37.351547,0
13.08339,-20.61713,0
-3.0236764,-18.967358,0
-43.96061,-26.528812,0
-14.193305,47.015263,0
-13.254401,10.772109,0
-2.9833083,-6.1645265,0
-40.34911,3.6064932,0
2.8462572,-32.4929,0
-0.030959368,13.029201,0
-25.673595,-33.67862,0
-0.67217773,-18.112206,0
-39.24331,-20.147825,0
-11.056348,14.621791,0
-41.6675,17.017502,0
-49.84555,37.447388,0
-26.086124,37.28938,0
18.83996,-23.825441,0
17.802975,-16.896294,0
-36.473804,-0.4221963,0
-25.622358,-33.784363,0
30.155117,-25.274061,0
-53.013947,1.3164535,0
-25.82288,37.764114,0
-3.338839,-29.089258,0
-14.179849,14.128969,0
-16.778156,-39.018436,0
-24.317957,38.08297,0
-26.795034,-19.503284,0
7.6433535,-12.917669,0
1.1036534,-26.426609,0
-24.317184,-36.115524,0
-8.356579,45.425026,0
51.378933,7.8783784,0
43.23278,-14.868658,0
33.882835,-6.9531393,0
8.394957,-38.554382,0
-13.2003975,72.04943,0
18.82101,2.9171858,0
-49.450367,-18.44752,0
20.479362,-5.818105,0
-11.268068,-39.700935,0
-52.40147,18.095636,0
-25.404474,-18.292418,0
58.795166,7.9773607,0
48.397316,6.801766,0
-26.66135,-24.674091,0
-51.89492,36.075687,0
-26.01454,41.976334,0
-45.377705,43.904053,0
15.480544,-25.509975,0
3.4770465,2.469852,0
-27.207918,39.19044,0
20.374214,-14.7034235,0
13.60405,-1.0272721,0
-18.59527,-8.536967,0
-18.593765,30.56888,0
-13.859152,-37.366524,0
-40.227898,15.9378195,0
-22.34218,-17.493502,0
-14.123112,-8.220098,0
28.010347,-3.3782892,0
44.54606,1.4016154,0
9.350165,1.4797571,0
-56.881813,-14.717703,0
17.412724,2.567682,0
-46.415565,39.38884,0
-27.679377,-10.428148,0
-44.96434,-23.799591,0
-32.228752,2.1861088,0
0.9488458,-32.597054,0
46.639927,11.950089,0
-16.888823,-39.968006,0
1.8677937,-13.934172,0
24.461113,-0.07125573,0
-39.62274,19.744078,0
-55.267,-27.107325,0
-23.062477,-19.58376,0
-37.539577,17.708904,0
-50.59097,-2.3167036,0
9.399244,-24.491007,0
11.628154,-17.902737,0
-59.021713,-23.017973,0
-36.67933,18.30709,0
-30.920574,12.729537,0
25.996866,-13.912268,0
16.908306,-24.908976,0
-4.862166,6.3500733,0
-34.811802,23.96267,0
3.1432688,14.804653,0
-22.643095,-41.89339,0
18.433567,-21.921719,0
26.845886,-44.997803,0
45.47802,4.935327,0
1.5426649,-14.613464,0
-46.131344,37.70751,0
-27.672626,-15.235337,0
-45.509068,-23.92136,0
-38.663517,9.543937,0
-10.794848,-38.42641,0
-8.572777,-33.854385,0
-18.542719,7.9361205,0
59.534615,-0.023940653,0
-48.854546,18.735155,0
-60.60681,-12.496917,0
25.847677,-45.872158,0
-29.910326,36.173206,0
-12.094787,-29.374577,0
-52.64448,-7.3031473,0
-51.763947,-24.570936,0
31.761017,-20.201475,0
-14.089503,1.2830839,0
-11.999574,48.83725,0
-33.67368,4.937504,0
13.722377,-9.970533,0
46.19287,10.492789,0
9.589605,-39.60988,0
-37.626556,10.121706,0
-60.268627,-12.154537,0
-30.09652,49.831818,0
36.201252,2.4122427,0
-8.356148,45.425373,0
-12.736466,12.301715,0
-23.020329,13.448185,0
-3.6927195,40.62077,0
1.4253047,13.115918,0
4.353242,-3.7446253,0
-1.1148425,-19.55979,0
-12.812867,-17.139511,0
-9.245754,47.434937,0
-42.872173,41.43396,0
-40.81103,34.239918,0
56.94146,4.2867656,0
-39.585785,40.499947,0
-12.136213,-10.208065,0
31.833487,-15.762207,0
-20.656796,3.9372187,0
-24.176357,-20.301523,0
49.736767,-0.5444385,0
10.951642,-1.6974306,0
-26.244493,37.0015,0
-20.339935,-29.45721,0
-5.016484,6.554868,0
-49.483944,20.050072,0
-18.800924,-5.0628858,0
14.860046,10.165868,0
-50.507645,37.628365,0
-31.096449,-28.138775,0
28.597437,-15.818608,0
43.169743,-0.13152622,0
-31.071838,-28.106524,0
28.191334,-22.154743,0
-21.976496,-8.20923,0
-26.648724,-3.9248343,0
11.077061,55.688187,0
-36.88642,7.302733,0
16.744658,-12.831785,0
-4.1794534,-36.34327,0
-33.555786,4.923371,0
-7.510337,-17.532051,0
-33.172935,27.37512,0
2.388958,14.698536,0
-29.648617,-0.8400086,0
-37.790085,-16.868826,0
-14.785442,-27.931732,0
-4.23584,-27.324986,0
-6.3212533,-16.62661,0
10.869776,-8.885798,0
9.441691,5.165844,0
39.844627,3.842795,0
-37.841454,-1.3465875,0
