dim1,dim2,label
48.10766,-12.6546755,1
-3.6544838,30.919071,1
87.78352,30.444597,1
88.26611,-5.02357,1
-53.310867,-12.39484,1
19.987192,27.7998,1
-9.756769,51.08056,1
70.301,44.667145,1
83.93098,-7.2973256,1
-53.202114,-11.874971,1
7.017051,21.431671,1
-10.12106,51.06957,1
41.01778,33.019028,1
80.97386,-13.668698,1
18.644608,42.96017,1
-57.623577,-7.008261,1
17.080128,57.707912,1
57.2755,21.437014,1
-22.485468,40.135956,1
68.111,65.31544,1
85.36146,-10.734355,1
18.827503,42.91903,1
-53.60358,-5.8513346,1
1.8539468,62.13071,1
53.835724,16.08587,1
-22.586227,43.35401,1
41.193016,76.94794,1
86.4121,-9.828055,1
12.164683,11.478085,1
22.629095,41.15033,1
44.754353,-13.296201,1
3.5188398,45.431454,1
21.538465,88.18324,1
86.67434,-9.312217,1
23.862125,41.662945,1
-12.65803,71.37087,1
-7.922756,50.358875,1
48.61209,58.903202,1
87.42087,-7.04793,1
-7.404487,50.509804,1
-3.82053,29.735636,1
-8.985178,51.0256,1
87.78352,30.444597,1
87.85452,-5.432624,1
-8.946505,51.406227,1
20.138391,27.561485,1
-9.420336,51.20673,1
70.301,44.667145,1
83.42342,-7.971056,1
7.608041,23.443245,1
37.425343,14.5342245,1
40.924324,34.291,1
81.091606,-14.716921,1
12.423053,10.925857,1
22.154024,41.760117,1
17.082735,59.393894,1
40.236874,4.642738,1
53.523148,18.12717,1
68.111,65.31544,1
84.25268,-12.556526,1
15.906671,43.823864,1
11.518101,10.79228,1
0.45375183,62.909504,1
54.32077,18.118624,1
41.193016,76.94794,1
86.23714,-10.713563,1
16.621021,43.888477,1
23.219233,41.10234,1
4.7316136,44.212048,1
45.148243,9.500892,1
21.538465,88.18324,1
86.928795,-9.835908,1
14.36819,42.323997,1
39.064117,0.11380755,1
-13.272394,72.749306,1
48.271133,8.75502,1
48.61209,58.903202,1
87.66021,-6.9255977,1
-16.631868,3.7637498,1
-1.3924115,30.573378,1
87.78352,30.444597,1
88.24494,-5.0925856,1
36.883884,10.946104,1
20.422373,27.995886,1
70.301,44.667145,1
83.93098,-7.2973256,1
7.597111,22.395252,1
41.91235,33.815403,1
80.977356,-13.8527975,1
15.99654,58.434498,1
68.111,65.31544,1
85.22975,-11.032036,1
3.178537,63.082596,1
56.39959,40.896114,1
87.20051,-9.433359,1
30.10912,-27.0037,1
4.5746713,42.97612,1
21.538465,88.18324,1
87.463585,-8.564929,1
-25.779594,-40.431923,1
-11.610158,72.79598,1
48.61209,58.903202,1
87.90909,-6.2681565,1
-21.169172,-41.463276,1
-4.1825147,31.560854,1
87.78352,30.444597,1
88.33161,-4.895239,1
-26.437782,-42.105846,1
21.05435,27.365517,1
70.301,44.667145,1
84.01679,-7.133008,1
-61.811867,-25.61341,1
7.9967422,22.451298,1
40.924324,34.291,1
80.9747,-13.589201,1
-63.74127,-22.463316,1
11.971126,10.901233,1
15.747556,57.796646,1
68.111,65.31544,1
85.36146,-10.734355,1
-66.51539,-21.379532,1
2.4115386,62.138424,1
41.193016,76.94794,1
87.051834,-9.085501,1
5.414503,45.536507,1
21.538465,88.18324,1
87.46469,-8.349768,1
-56.182537,-4.3181233,1
-12.627072,72.68402,1
48.61209,58.903202,1
87.96724,-6.156694,1
-59.12,-5.617123,1
25.956255,42.885532,1
-2.660468,31.132736,1
87.78352,30.444597,1
88.33161,-4.895239,1
-56.727097,-5.47814,1
21.3738,25.0684,1
70.301,44.667145,1
84.01679,-7.133008,1
-72.268486,-6.023696,1
7.025148,24.335018,1
41.01778,33.019028,1
80.9747,-13.589201,1
-72.31699,-6.0079412,1
37.25139,2.422476,1
17.082735,59.393894,1
22.570433,2.9338794,1
68.111,65.31544,1
85.36146,-10.734355,1
-72.866745,-16.311422,1
24.517641,41.43595,1
42.430668,2.763691,1
3.4658747,62.51895,1
54.958694,18.99588,1
41.193016,76.94794,1
87.051834,-9.085501,1
-71.54688,-10.493362,1
50.901314,-3.740419,1
5.0729203,43.192497,1
21.538465,88.18324,1
87.4647,-8.34977,1
-13.346352,46.30247,1
-12.873614,73.154144,1
48.61209,58.903202,1
89.011734,-4.0069175,1
-72.42912,-14.747397,1
-33.41097,5.7455025,1
15.939211,-13.518864,1
-3.0571985,32.316284,1
87.78352,30.444597,1
90.35342,-2.1301768,1
-72.278854,-14.039433,1
20.899607,28.137354,1
70.301,44.667145,1
89.83607,-2.6444101,1
-72.53018,-14.856601,1
6.689552,23.38985,1
40.924324,34.291,1
89.4176,-3.263358,1
-71.89337,-17.45401,1
24.157309,41.950134,1
-24.19046,-4.378758,1
47.42497,-0.7062197,1
17.082735,59.393894,1
68.111,65.31544,1
90.47329,-1.9043069,1
-4.5551624,-22.611313,1
55.138573,1.6659226,1
2.6140254,62.679394,1
41.193016,76.94794,1
90.89078,-1.6277385,1
-72.16195,-14.067254,1
12.483177,-31.393328,1
52.305492,-9.377057,1
5.3497076,44.26374,1
21.538465,88.18324,1
90.966515,-1.4145775,1
-72.31808,-12.896587,1
12.468349,11.906989,1
36.511654,-23.002335,1
-12.551214,73.78385,1
51.227367,12.561313,1
48.61209,58.903202,1
90.95461,-0.92086905,1
-71.03729,-10.820408,1
26.56851,43.2084,1
48.519722,-12.48138,1
-1.7173927,29.917435,1
87.78352,30.444597,1
90.8101,-0.56228614,1
-71.25931,-11.36668,1
23.863886,43.107796,1
21.614801,26.054667,1
70.301,44.667145,1
90.12946,-1.2423384,1
-72.57913,-15.410605,1
38.067303,-22.412647,1
8.19048,24.05254,1
40.924324,34.291,1
89.91185,-2.4021678,1
-72.37272,-17.352077,1
23.092388,42.012653,1
23.032898,-12.51107,1
34.811104,-24.326485,1
17.082735,59.393894,1
-15.1487055,40.10939,1
68.111,65.31544,1
90.33319,-1.7486128,1
-71.71815,-11.330082,1
12.480987,11.416289,1
13.631659,-36.68348,1
13.562177,-37.198906,1
0.8682319,63.428577,1
-20.731922,40.280254,1
41.193016,76.94794,1
90.46437,-1.3463962,1
-72.04232,-14.37785,1
33.40671,-27.815845,1
6.0941195,44.852562,1
21.538465,88.18324,1
90.9646,-1.3564895,1
-71.742195,-14.411107,1
36.850437,-23.569666,1
-12.500888,72.27746,1
48.61209,58.903202,1
90.5061,-0.8822703,1
11.560768,30.319473,1
17.245285,-27.077478,1
-3.0735312,31.293728,1
58.24352,18.9081,1
87.78352,30.444597,1
90.60511,-0.56276333,1
-67.15037,-6.0513735,1
21.793297,26.832174,1
70.301,44.667145,1
90.084114,-1.349618,1
-71.85532,-15.920703,1
22.093243,42.30908,1
7.908347,22.955181,1
58.259212,20.215563,1
41.366936,33.46945,1
89.89719,-2.4368598,1
-71.33269,-17.973042,1
26.230345,-15.819864,1
15.188125,60.065346,1
68.111,65.31544,1
90.410805,-1.814172,1
-73.56381,-8.687721,1
22.041138,41.41011,1
-35.107964,11.93308,1
32.983677,-10.917396,1
2.6140254,62.679394,1
41.193016,76.94794,1
90.886635,-1.6160024,1
-72.096245,-13.85725,1
22.181173,41.119038,1
49.543354,4.9121227,1
44.33961,-15.823605,1
5.3287125,44.959885,1
61.112747,13.255258,1
21.538465,88.18324,1
90.96767,-1.3979769,1
-15.06239,3.70732,1
34.114307,11.207358,1
23.172117,41.32878,1
-11.093143,73.92919,1
10.097647,-1.0226011,1
48.61209,58.903202,1
90.957115,-0.91475195,1
-67.38056,-6.279532,1
34.35873,7.9006886,1
48.01737,8.766216,1
-3.396121,30.28526,1
87.78352,30.444597,1
90.60511,-0.56276333,1
-10.178065,16.016472,1
21.54408,26.421963,1
70.301,44.667145,1
85.396904,-5.4643483,1
-73.98885,-15.198713,1
21.344133,42.095444,1
8.76712,22.725134,1
40.924324,34.291,1
80.616936,-16.701786,1
-73.534775,-15.682338,1
49.45705,12.366988,1
15.882259,59.29763,1
21.742775,4.7312202,1
68.111,65.31544,1
80.951744,-18.101725,1
-71.25363,-10.271191,1
0.60189146,62.350048,1
-20.675446,41.351685,1
41.193016,76.94794,1
78.68853,-25.032923,1
-71.402794,-11.403263,1
22.862612,41.006092,1
5.622027,43.28378,1
58.198612,22.085892,1
-41.503384,34.52864,1
21.538465,88.18324,1
33.204823,-78.69267,1
-71.22847,-11.272062,1
50.778225,9.2497225,1
-13.299221,72.39719,1
-41.440536,24.421469,1
48.61209,58.903202,1
69.76201,-66.38751,1
-67.50784,-6.300156,1
42.99787,-1.350895,1
-1.9439797,30.698112,1
87.78352,30.444597,1
77.15542,-26.997139,1
-67.5185,-6.3656154,1
20.711088,25.02301,1
33.27865,9.421894,1
70.301,44.667145,1
-3.9515305,-73.110565,1
7.275853,22.931187,1
40.924324,34.291,1
55.989307,-48.133984,1
-72.95765,-7.6304097,1
22.89528,41.538403,1
36.083164,-6.813039,1
38.3185,0.8454507,1
15.188125,60.065346,1
18.690662,2.6636248,1
68.111,65.31544,1
53.224606,-52.379093,1
-74.583595,-5.3115354,1
34.837593,-19.450274,1
3.178537,63.082596,1
30.31034,2.7901585,1
41.193016,76.94794,1
14.369825,-68.22082,1
-73.42806,-16.39921,1
35.438385,-22.76934,1
3.9039161,43.944077,1
21.538465,88.18324,1
33.204823,-78.69267,1
-72.57373,-12.731195,1
26.08796,42.347305,1
-32.135128,26.598259,1
-10.463498,72.379166,1
56.940426,20.840199,1
48.61209,58.903202,1
76.842606,-61.207207,1
-72.35917,-12.722947,1
31.143127,-25.15429,1
-1.396095,31.007902,1
87.78352,30.444597,1
77.15542,-26.997139,1
-70.82268,-10.823793,1
20.903318,25.080996,1
70.301,44.667145,1
-3.132285,-71.28554,1
7.246789,22.318298,1
40.641365,33.215416,1
55.989307,-48.133984,1
24.437243,41.93989,1
26.640324,-23.032265,1
42.849083,1.4730555,1
15.012079,58.98498,1
68.111,65.31544,1
48.90493,-62.492516,1
-47.107983,13.580714,1
13.286961,11.455614,1
31.598639,-18.370165,1
49.8086,-6.526632,1
2.770722,63.45389,1
41.193016,76.94794,1
14.733342,-67.91723,1
-55.53903,-5.5978847,1
-16.948725,32.102272,1
5.1332855,43.03293,1
21.538465,88.18324,1
53.22097,-52.382652,1
-37.823143,-14.523326,1
10.986259,3.3348103,1
26.800344,42.721954,1
10.986259,3.3348734,1
-37.081852,15.666957,1
48.61209,58.903202,1
69.76201,-66.38751,1
-39.28245,-23.21138,1
8.608778,13.717918,1
26.805744,43.43731,1
41.825363,-26.619783,1
-4.330395,31.228949,1
50.251522,11.024809,1
87.78352,30.444597,1
77.15542,-26.997139,1
-28.489307,-15.556233,1
8.345557,13.695476,1
21.34987,26.820675,1
56.356197,20.162046,1
70.301,44.667145,1
-3.132285,-71.28554,1
-52.12144,-23.976164,1
10.375688,12.877313,1
8.032408,22.656288,1
40.350876,33.55711,1
55.989307,-48.133984,1
-57.953587,-26.22188,1
6.869906,13.954118,1
23.031115,42.379295,1
42.095013,3.7814167,1
10.011476,-37.75214,1
16.185787,60.250732,1
46.618874,1.0208588,1
32.48892,11.021393,1
68.111,65.31544,1
48.08712,-64.18112,1
-53.17029,-1.3762224,1
10.181921,13.178828,1
-3.605823,40.255527,1
2.3385253,61.798622,1
-3.7503629,40.371437,1
41.193016,76.94794,1
53.223694,-52.38055,1
-51.039387,-2.2440853,1
11.623335,12.31785,1
43.87214,-0.93942463,1
18.352312,-40.06777,1
5.86805,43.99745,1
34.665264,8.778696,1
21.538465,88.18324,1
33.204823,-78.69267,1
-44.115864,-0.4404845,1
56.4717,1.5284742,1
-10.544454,73.550575,1
49.31686,2.6466124,1
48.61209,58.903202,1
75.37251,-54.28018,1
-31.647905,6.5125537,1
37.74491,-25.55455,1
-3.6409729,31.249208,1
45.43325,-9.104835,1
87.78352,30.444597,1
77.15542,-26.997139,1
-31.155344,-11.928009,1
22.02696,27.691387,1
40.693214,-24.765028,1
96.228134,16.001017,1
-3.132285,-71.28554,1
